conversation_id,response
5000461_4,No
5000462_1,No
5000462_5,No
5000463_2,No
5000463_5,Yes
5000464_1,No
5000464_3,No
5000464_4,Yes
5000465_2,No
5000465_4,No
5000466_5,Yes
5000467_1,No
5000467_3,No
5000467_4,No
5000468_3,Yes
5000470_1,No
5000470_4,Yes
5000471_5,Yes
5000472_1,No
5000472_2,Yes
5000474_3,No
5000475_1,No
5000475_5,No
5000476_4,Yes
5000476_5,No
5000477_3,No
5000478_1,No
5000478_4,No
5000479_3,No
5000479_4,No
5000479_5,No
5000480_1,No
5000480_2,No
5000482_1,No
5000482_2,No
5000482_4,No
5000483_1,No
5000483_2,No
5000483_5,No
5000484_3,No
5000485_1,No
5000485_4,No
5000485_5,No
5000486_2,No
5000486_4,No
5000487_2,No
5000488_5,No
5000489_3,No
5000489_4,No
5000490_1,No
5000490_5,No
5000491_3,No
5000491_5,No
5000492_2,No
5000492_3,No
5000493_2,No
5000494_3,No
5000494_4,No
5000495_4,No
5000496_2,No
5000496_4,No
5000497_1,No
5000497_2,No
5000497_3,No
5000498_2,No
5000498_5,No
5000499_1,No
5000499_3,No
5000499_4,No
5000500_4,No
5000501_4,Yes
5000502_3,Yes
5000503_1,Yes
5000504_2,No
5000504_3,No
5000505_1,No
5000505_2,No
5000506_2,No
5000506_5,No
5000508_2,Yes
5000508_3,No
5000508_4,No
5000509_2,No
5000510_2,No
5000510_4,No
5000511_4,No
5000511_5,Yes
5000512_1,Yes
5000512_3,No
5000513_1,No
5000513_4,No
5000513_5,No
5000514_2,No
5000515_4,Yes
5000515_5,Yes
5000516_1,Yes
5000517_1,No
5000517_2,No
5000518_4,Yes
5000518_5,Yes
5000519_1,No
5000520_2,No
5000520_5,No
5000521_1,No
5000521_2,Yes
5000522_1,No
5000522_3,No
5000523_1,No
5000523_2,Yes
5000523_3,No
5000524_4,No
5000524_5,No
5000525_4,No
5000526_1,No
5000526_4,Yes
5000526_5,No
5000527_1,Yes
5000527_2,No
5000527_5,Yes
5000528_3,No
5000529_3,No
5000529_5,No
5000530_1,No
5000530_4,No
5000531_1,No
5000531_4,No
5000531_5,No
5000532_3,Yes
5000532_5,No
5000533_2,No
5000533_4,No
5000534_4,No
5000535_1,No
5000535_3,No
5000535_5,No
5000536_1,No
5000536_3,No
5000536_5,Yes
5000537_1,No
5000538_3,No
5000538_5,No
5000539_1,Yes
5000539_2,No
5000540_3,No
5000541_1,No
5000541_2,No
5000541_3,No
5000542_2,No
5000543_3,No
5000544_1,No
5000544_3,No
5000544_5,No
5000545_3,No
5000546_3,No
5000546_5,No
5000547_1,No
5000548_2,No
5000548_4,No
5000548_5,No
5000549_1,No
5000549_3,No
5000549_4,Yes
5000550_1,Yes
5000550_5,No
5000551_2,No
5000551_5,No
5000552_3,No
5000552_4,No
5000553_1,No
5000553_2,No
5000553_3,No
5000554_3,No
5000555_4,No
5000556_3,No
5000556_4,No
5000557_1,No
5000557_3,No
5000557_5,No
5000558_1,Yes
5000558_3,No
5000559_3,No
5000559_5,No
5000560_2,No
5000561_4,No
5000561_5,Yes
5000562_2,No
5000562_3,No
5000563_5,Yes
5000564_2,No
5000565_2,No
5000565_4,No
5000566_2,No
5000567_2,No
5000567_3,No
5000567_4,No
5000568_2,No
5000569_4,No
5000569_5,No
5000570_2,No
5000571_1,Yes
5000571_5,No
5000572_2,No
5000572_3,No
5000572_4,No
5000573_1,Yes
5000574_3,Yes
5000574_4,No
5000576_3,No
5000577_1,No
5000577_3,No
5000578_2,Yes
5000578_4,No
5000578_5,No
5000579_3,No
5000579_5,No
5000580_2,No
5000580_3,No
5000580_5,No
5000581_2,Yes
5000581_4,No
5000582_1,Yes
5000582_2,No
5000582_4,No
5000582_5,No
5000583_1,No
5000583_2,Yes
5000583_5,No
5000584_4,No
5000585_3,Yes
5000585_4,No
5000585_5,No
5000586_3,Yes
5000586_4,No
5000587_1,No
5000587_2,No
5000587_3,No
5000587_5,No
5000588_1,No
5000588_2,No
5000589_1,No
5000589_4,No
5000590_1,Yes
5000590_4,No
5000591_3,No
5000591_5,No
5000592_2,No
5000594_2,No
5000594_4,No
5000594_5,Yes
5000595_1,Yes
5000595_2,No
5000595_5,Yes
5000596_3,No
5000596_5,No
5000597_2,Yes
5000597_5,No
5000598_1,No
5000598_4,No
5000599_1,No
5000599_4,No
5000600_1,Yes
5000600_5,No
5000601_2,Yes
5000601_4,No
5000601_5,No
5000602_1,No
5000602_4,Yes
5000603_3,No
5000604_1,No
5000604_2,No
5000605_3,Yes
5000605_5,No
5000606_1,No
5000606_2,No
5000606_3,No
5000607_5,No
5000608_2,No
5000608_5,No
5000609_2,No
5000609_5,No
5000610_4,Yes
5000611_3,No
5000611_5,No
5000612_1,No
5000612_3,Yes
5000612_4,No
5000612_5,No
5000613_2,No
5000613_4,No
5000614_1,No
5000614_4,No
5000614_5,No
5000616_2,No
5000616_4,No
5000616_5,No
5000617_1,Yes
5000618_1,No
5000618_2,No
5000618_5,No
5000619_5,No
5000620_3,No
5000620_4,No
5000621_4,No
5000622_1,No
5000622_2,No
5000622_4,No
5000623_1,Yes
5000623_2,No
5000623_5,No
5000624_1,No
5000624_4,No
5000625_4,No
5000627_1,No
5000628_2,No
5000629_1,No
5000629_5,No
5000630_2,Yes
5000630_4,No
5000631_1,Yes
5000631_4,No
5000631_5,No
5000632_3,No
5000632_4,Yes
5000632_5,Yes
5000633_5,No
5000634_2,No
5000634_3,No
5000634_5,No
5000635_2,No
5000635_4,No
5000636_1,Yes
5000636_2,No
5000637_1,No
5000637_5,Yes
5000638_2,No
5000639_1,No
5000640_1,No
5000640_2,No
5000640_5,No
5000641_2,No
5000641_4,No
5000642_1,No
5000642_2,No
5000642_4,No
5000643_1,Yes
5000643_2,No
5000644_1,No
5000644_2,No
5000645_2,No
5000645_4,No
5000645_5,No
5000646_1,No
5000646_3,No
5000647_1,No
5000647_2,Yes
5000647_5,No
5000649_1,No
5000649_3,Yes
5000650_2,No
5000651_1,No
5000651_4,No
5000652_3,No
5000653_1,No
5000653_5,Yes
5000654_1,No
5000654_3,No
5000655_2,No
5000655_4,No
5000656_1,No
5000657_1,No
5000657_2,Yes
5000657_4,No
5000659_1,No
5000659_5,No
5000660_1,No
5000660_2,No
5000661_5,No
5000662_3,No
5000662_5,No
5000663_2,Yes
5000663_3,No
5000664_2,No
5000664_3,No
5000665_1,No
5000666_3,No
5000666_4,No
5000666_5,Yes
5000668_2,Yes
5000669_2,No
5000671_1,No
5000671_5,No
5000672_2,No
5000672_4,Yes
5000672_5,No
5000673_4,No
5000674_1,No
5000674_3,No
5000674_4,No
5000675_5,No
5000676_5,Yes
5000678_1,No
5000679_2,No
5000679_5,No
5000680_1,No
5000680_2,No
5000681_5,No
5000682_5,Yes
5000683_2,Yes
5000684_1,No
5000684_4,No
5000685_1,No
5000685_2,No
5000686_2,No
5000686_3,No
5000686_5,No
5000687_3,No
5000687_4,No
5000687_5,No
5000689_2,No
5000689_5,No
5000690_1,No
5000690_2,Yes
5000691_2,No
5000691_5,No
5000692_2,No
5000692_3,No
5000692_4,No
5000694_1,No
5000694_5,Yes
5000695_1,No
5000695_4,No
5000696_3,No
5000696_4,No
5000697_1,No
5000697_2,Yes
5000697_4,No
5000698_1,No
5000698_3,No
5000699_4,No
5000700_1,No
5000700_4,No
5000700_5,No
5000701_1,No
5000701_2,No
5000701_4,No
5000702_3,No
5000702_4,No
5000703_1,No
5000703_2,No
5000703_3,Yes
5000703_5,No
5000704_3,No
5000704_4,Yes
5000705_1,No
5000705_2,No
5000705_5,No
5000706_1,No
5000706_2,Yes
5000707_1,Yes
5000708_2,No
5000708_5,No
5000709_2,No
5000709_4,No
5000710_1,No
5000710_2,No
5000711_2,No
5000712_3,No
5000712_4,No
5000713_2,No
5000713_4,No
5000714_5,No
5000715_1,No
5000715_2,No
5000715_3,No
5000716_3,No
5000716_4,No
5000716_5,No
5000717_1,No
5000717_5,No
5000718_3,Yes
5000720_1,No
5000720_4,No
5000721_1,No
5000722_1,No
5000722_4,No
5000722_5,No
5000723_5,No
5000724_1,No
5000724_4,Yes
5000727_1,Yes
5000727_4,Yes
5000728_1,Yes
5000728_3,No
5000729_2,No
5000729_3,No
5000729_4,No
5000729_5,Yes
5000730_1,No
5000731_1,No
5000731_4,No
5000732_3,No
5000732_5,No
5000733_1,No
5000733_4,No
5000734_1,No
5000734_3,No
5000735_1,No
5000735_2,No
5000735_5,No
5000736_1,No
5000736_3,No
5000736_4,No
5000737_2,No
5000737_5,No
5000738_3,No
5000738_5,No
5000739_4,No
5000740_1,Yes
5000740_2,Yes
5000740_4,Yes
5000741_1,No
5000741_3,No
5000741_4,No
5000742_2,Yes
5000742_3,No
5000742_4,No
5000744_1,No
5000744_2,No
5000744_4,No
5000745_2,No
5000745_3,No
5000746_1,No
5000746_3,No
5000747_1,No
5000747_4,No
5000748_4,Yes
5000748_5,No
5000749_1,Yes
5000749_3,Yes
5000749_4,Yes
5000750_2,No
5000750_3,No
5000751_1,No
5000751_4,No
5000751_5,No
5000752_1,Yes
5000753_2,No
5000753_5,Yes
5000754_2,No
5000754_3,No
5000754_4,No
5000755_2,Yes
5000755_3,Yes
5000756_3,No
5000757_1,Yes
5000757_4,No
5000758_1,No
5000759_3,Yes
5000759_4,Yes
5000760_2,No
5000760_3,Yes
5000760_5,No
5000762_2,No
5000763_1,Yes
5000764_1,No
5000764_2,No
5000764_3,No
5000765_2,No
5000765_4,No
5000766_1,No
5000766_5,No
5000767_3,No
5000768_5,No
5000769_2,No
5000769_4,No
5000770_1,Yes
5000770_2,No
5000771_1,No
5000771_2,No
5000771_4,No
5000772_1,No
5000772_2,No
5000772_5,No
5000773_1,No
5000773_2,Yes
5000773_3,No
5000774_2,No
5000774_4,No
5000775_1,No
5000775_5,No
5000776_3,No
5000776_5,No
5000777_2,No
5000778_1,No
5000778_3,Yes
5000778_5,Yes
5000779_3,No
5000779_5,Yes
5000780_1,Yes
5000780_2,No
5000780_5,Yes
5000781_4,No
5000782_3,No
5000782_4,No
5000784_5,No
5000785_1,No
5000786_1,No
5000786_2,No
5000787_3,No
5000787_4,No
5000788_5,No
5000790_5,No
5000791_1,Yes
5000791_4,No
5000792_4,No
5000793_1,No
5000793_2,No
5000793_5,No
5000794_1,No
5000794_3,Yes
5000794_5,No
5000795_1,No
5000796_1,No
5000796_2,No
5000796_4,No
5000797_1,No
5000797_3,No
5000797_5,No
5000798_2,No
5000798_3,No
5000798_4,No
5000799_2,No
5000799_4,No
5000799_5,No
5000800_1,No
5000800_4,No
5000801_1,Yes
5000801_3,Yes
5000802_4,No
5000803_1,No
5000804_2,No
5000804_3,Yes
5000805_1,No
5000805_5,Yes
5000806_1,No
5000806_4,No
5000806_5,No
5000807_2,Yes
5000807_3,No
5000808_1,No
5000808_2,No
5000809_3,Yes
5000809_5,No
5000810_4,Yes
5000810_5,No
5000811_2,No
5000811_3,No
5000812_1,Yes
5000814_3,No
5000814_4,No
5000815_4,Yes
5000816_3,No
5000816_5,No
5000817_1,No
5000817_3,No
5000818_1,Yes
5000818_2,No
5000818_3,No
5000818_5,No
5000819_3,No
5000819_5,Yes
5000820_4,Yes
5000820_5,No
5000822_3,Yes
5000822_4,No
5000823_2,No
5000823_4,No
5000824_1,No
5000825_2,No
5000825_4,No
5000825_5,No
5000826_4,No
5000826_5,Yes
5000827_1,No
5000827_2,No
5000827_5,No
5000828_2,No
5000828_3,No
5000828_4,No
5000829_3,No
5000830_1,No
5000830_3,Yes
5000830_4,No
5000832_1,No
5000832_5,No
5000833_1,No
5000833_5,No
5000834_2,No
5000834_5,No
5000835_1,No
5000835_2,No
5000836_2,Yes
5000838_2,No
5000838_4,No
5000839_3,No
5000839_4,No
5000840_3,No
5000840_4,No
5000841_1,No
5000841_2,No
5000841_4,Yes
5000842_2,No
5000842_4,Yes
5000843_2,No
5000843_3,Yes
5000843_5,No
5000844_1,No
5000844_3,Yes
5000844_5,No
5000845_2,No
5000845_3,No
5000845_4,No
5000846_2,No
5000846_4,No
5000846_5,No
5000847_1,No
5000847_2,No
5000847_3,No
5000848_2,No
5000848_5,No
5000849_2,No
5000849_3,Yes
5000849_4,No
5000850_1,Yes
5000850_2,No
5000851_2,No
5000851_5,No
5000852_4,Yes
5000852_5,No
5000853_3,No
5000854_1,Yes
5000854_3,No
5000854_5,Yes
5000855_3,Yes
5000857_1,No
5000858_1,No
5000858_3,Yes
5000859_1,No
5000859_3,No
5000860_1,No
5000860_2,No
5000861_1,No
5000861_2,No
5000862_1,Yes
5000862_2,No
5000862_3,No
5000863_1,No
5000863_3,No
5000863_5,Yes
5000864_2,No
5000864_4,No
5000866_4,No
5000866_5,No
5000867_2,No
5000867_4,No
5000868_3,No
5000868_4,No
5000869_1,No
5000869_2,No
5000870_2,No
5000870_4,Yes
5000870_5,No
5000871_1,No
5000871_3,No
5000872_1,No
5000872_4,No
5000872_5,No
5000874_1,No
5000874_3,Yes
5000874_5,No
5000875_4,Yes
5000877_3,No
5000877_4,No
5000878_1,No
5000879_1,No
5000879_3,No
5000879_5,No
5000880_3,No
5000881_1,No
5000881_2,No
5000883_1,No
5000884_1,No
5000884_4,Yes
5000885_2,No
5000886_2,No
5000887_1,No
5000887_3,Yes
5000887_5,Yes
5000888_2,Yes
5000888_3,No
5000889_4,No
5000889_5,No
5000890_1,No
5000892_5,No
5000893_1,No
5000893_3,Yes
5000894_1,No
5000894_3,No
5000895_1,Yes
5000895_4,No
5000896_1,No
5000896_2,No
5000896_3,No
5000897_1,No
5000897_3,No
5000897_5,No
5000898_2,Yes
5000898_3,No
5000899_2,Yes
5000899_3,No
5000900_3,Yes
5000901_5,No
5000902_4,No
5000903_3,No
5000905_4,Yes
5000905_5,Yes
5000906_2,No
5000906_4,No
5000907_1,Yes
5000907_5,No
5000908_4,No
5000909_5,No
5000910_2,No
5000910_4,No
5000911_2,No
5000911_4,Yes
5000911_5,No
5000912_2,No
5000912_4,No
5000913_1,Yes
5000913_2,No
5000913_3,Yes
5000914_1,No
5000914_3,No
5000914_4,No
5000915_2,No
5000915_5,No
5000916_1,No
5000916_2,No
5000917_1,No
5000917_4,No
5000918_1,No
5000918_3,No
5000918_5,No
5000919_1,No
5000919_2,No
5000919_3,No
5000920_4,No
5000921_1,No
5000921_5,Yes
5000922_3,Yes
5000922_5,No
5000923_1,Yes
5000923_5,No
5000924_2,Yes
5000925_2,No
5000925_4,No
5000926_1,No
5000926_3,No
5000927_3,No
5000927_4,No
5000928_3,No
5000928_4,No
5000928_5,No
5000930_1,No
5000930_5,No
5000931_1,No
5000931_2,No
5000931_5,No
5000932_1,Yes
5000932_2,No
5000932_3,No
5000932_4,No
5000933_3,No
5000933_5,No
5000934_2,No
5000934_4,Yes
5000935_2,Yes
5000936_1,No
5000936_3,No
5000936_5,No
5000937_1,Yes
5000937_3,No
5000937_5,No
5000938_2,No
5000939_1,No
5000939_2,No
5000939_5,No
5000940_1,No
5000940_2,No
5000941_2,No
5000941_3,No
5000941_5,No
5000942_3,No
5000942_4,Yes
5000944_1,No
5000944_2,No
5000945_2,No
5000945_4,No
5000946_1,No
5000946_3,No
5000946_5,No
5000947_4,No
5000948_1,Yes
5000948_3,No
5000950_3,No
5000950_5,No
5000951_3,No
5000952_2,No
5000954_1,No
5000954_2,No
5000954_5,No
5000955_3,No
5000955_4,No
5000956_2,No
5000956_3,No
5000956_4,No
5000957_3,No
5000957_4,No
5000958_3,No
5000958_5,No
5000959_2,Yes
5000959_4,No
5000960_1,No
5000960_2,No
5000960_3,No
5000961_2,No
5000961_4,No
5000961_5,No
5000963_3,No
5000963_5,Yes
5000965_1,Yes
5000965_5,No
5000966_2,No
5000968_3,No
5000969_3,No
5000969_4,Yes
5000970_1,No
5000970_2,Yes
5000970_3,Yes
5000971_1,No
5000971_4,No
5000972_4,No
5000972_5,No
5000973_4,No
5000973_5,No
5000974_3,Yes
5000975_2,No
5000975_4,No
5000976_5,No
5000977_2,No
5000977_3,Yes
5000977_4,Yes
5000978_2,No
5000980_2,No
5000980_4,No
5000980_5,No
5000981_4,No
5000982_3,No
5000982_4,No
5000983_1,No
5000983_4,Yes
5000983_5,No
5000984_3,Yes
5000984_4,No
5000985_2,No
5000985_5,No
5000986_3,No
5000986_5,No
5000987_3,No
5000987_4,Yes
5000987_5,No
5000988_1,No
5000988_2,No
5000989_1,No
5000989_2,No
5000989_4,No
5000990_2,No
5000991_5,No
5000992_2,No
5000992_4,No
5000993_4,No
5000994_1,No
5000994_3,No
5000994_5,No
5000995_2,No
5000995_4,No
5000996_1,No
5000998_2,Yes
5000999_3,No
5001000_3,No
5001000_4,Yes
5001001_2,No
5001001_5,No
5001002_3,Yes
5001003_2,No
5001003_3,No
5001003_5,No
5001004_2,No
5001006_1,No
5001006_3,No
5001006_4,No
5001007_1,No
5001007_5,No
5001008_1,No
5001008_3,No
5001008_5,No
5001009_3,No
5001009_5,Yes
5001010_1,No
5001010_3,Yes
5001011_2,No
5001011_4,No
5001011_5,Yes
5001012_2,No
5001012_3,No
5001012_5,No
5001013_3,No
5001014_3,No
5001014_4,No
5001014_5,No
5001015_1,No
5001016_1,No
5001016_3,No
5001016_5,No
5001017_1,No
5001017_2,No
5001017_4,Yes
5001018_2,No
5001018_3,No
5001019_1,No
5001019_4,Yes
5001020_1,No
5001020_2,No
5001020_3,Yes
5001020_4,No
5001020_5,No
5001021_2,No
5001021_3,No
5001022_1,No
5001022_4,No
5001023_1,Yes
5001023_4,No
5001024_1,No
5001024_5,No
5001025_1,No
5001025_2,No
5001025_5,No
5001026_1,No
5001027_1,No
5001027_5,No
5001028_5,No
5001029_5,No
5001030_1,No
5001030_5,No
5001031_1,No
5001031_2,Yes
5001031_3,No
5001031_4,No
5001032_1,No
5001032_3,No
5001032_5,No
5001033_3,No
5001033_5,Yes
5001034_1,No
5001034_2,No
5001034_4,No
5001035_2,No
5001036_2,No
5001036_3,No
5001036_4,No
5001037_2,No
5001037_3,No
5001038_1,Yes
5001038_5,No
5001039_2,No
5001039_3,Yes
5001039_4,No
5001040_1,No
5001040_2,No
5001041_3,No
5001042_3,No
5001043_1,No
5001044_4,No
5001044_5,No
5001045_1,No
5001045_2,No
5001046_2,No
5001046_3,No
5001046_5,No
5001047_3,No
5001047_5,No
5001048_5,No
5001049_1,No
5001049_3,No
5001051_3,No
5001051_5,No
5001052_1,No
5001052_5,No
5001053_1,No
5001053_5,No
5001054_1,Yes
5001055_3,No
5001055_4,No
5001056_1,No
5001056_2,No
5001056_5,No
5001057_1,No
5001057_4,No
5001057_5,No
5001058_2,No
5001058_3,No
5001059_4,No
5001060_4,No
5001060_5,No
5001061_1,No
5001061_2,No
5001061_3,No
5001062_2,No
5001062_4,No
5001062_5,No
5001063_5,No
5001064_4,No
5001065_4,Yes
5001065_5,No
5001066_1,No
5001066_2,No
5001066_4,No
5001067_2,Yes
5001067_4,No
5001068_1,No
5001069_1,No
5001069_4,No
5001070_4,No
5001070_5,No
5001072_1,Yes
5001072_2,Yes
5001073_3,No
5001073_5,No
5001074_2,No
5001075_1,Yes
5001075_3,No
5001076_5,No
5001077_1,No
5001077_3,No
5001078_4,No
5001079_1,No
5001079_4,No
5001080_1,No
5001080_2,No
5001080_4,No
5001082_1,No
5001082_4,No
5001083_3,No
5001084_1,No
5001084_5,No
5001085_1,Yes
5001085_2,No
5001085_3,No
5001086_1,Yes
5001086_2,Yes
5001086_4,No
5001087_3,No
5001088_1,No
5001088_5,Yes
5001089_1,No
5001089_3,No
5001089_4,No
5001090_3,No
5001091_1,No
5001091_5,No
5001092_3,No
5001092_5,Yes
5001093_4,No
5001093_5,No
5001095_2,No
5001095_4,No
5001095_5,No
5001096_1,No
5001096_3,No
5001096_4,No
5001097_2,No
5001097_5,No
5001098_1,No
5001098_2,No
5001098_5,No
5001099_3,No
5001100_2,No
5001100_5,No
5001102_1,No
5001102_3,No
5001102_4,Yes
5001103_2,No
5001103_4,No
5001105_2,No
5001106_3,No
5001107_1,No
5001107_3,Yes
5001107_4,No
5001108_1,Yes
5001108_4,No
5001110_1,No
5001110_2,No
5001110_3,No
5001112_1,No
5001113_4,No
5001114_2,No
5001114_3,No
5001115_3,No
5001115_5,No
5001116_1,No
5001116_3,No
5001116_5,No
5001117_2,No
5001117_3,No
5001117_5,No
5001119_2,No
5001119_5,No
5001120_2,No
5001120_5,No
5001121_1,No
5001122_1,No
5001122_2,No
5001122_4,No
5001123_3,No
5001123_5,No
5001124_3,Yes
5001124_4,Yes
5001124_5,No
5001125_2,No
5001126_2,No
5001126_4,No
5001126_5,No
5001127_1,No
5001127_3,No
5001127_5,No
5001129_1,No
5001129_3,No
5001130_1,No
5001130_5,No
5001131_2,No
5001131_3,No
5001131_5,No
5001132_2,No
5001132_3,No
5001132_4,Yes
5001133_2,No
5001133_3,No
5001134_1,No
5001134_4,No
5001136_1,Yes
5001136_4,No
5001137_1,No
5001137_3,No
5001137_4,No
6000000_1,No
6000000_2,No
6000000_3,No
6000000_4,No
6000000_5,No
6000001_1,No
6000001_2,No
6000001_3,No
6000001_4,No
6000002_1,No
6000002_3,Yes
6000002_5,No
6000003_1,No
6000003_2,No
6000003_4,No
6000003_5,No
6000005_2,No
6000005_3,No
6000005_4,No
6000009_1,No
6000009_5,No
6000010_1,No
6000010_4,No
6000010_5,Yes
6000013_1,Yes
6000013_4,No
6000013_5,No
6000014_1,No
6000014_2,No
6000014_3,No
6000015_1,Yes
6000015_4,No
6000015_5,No
6000016_1,No
6000016_3,No
6000016_4,No
6000017_1,Yes
6000017_5,No
6000022_1,No
6000022_5,No
6000023_1,No
6000023_2,No
6000023_3,No
6000025_2,No
6000025_3,No
6000025_4,No
6000025_5,No
6000028_2,No
6000028_3,No
6000031_1,No
6000031_2,Yes
6000031_4,Yes
6000032_2,No
6000032_4,No
6000032_5,No
6000034_2,No
6000034_4,No
6000034_5,No
6000037_1,No
6000037_2,No
6000037_4,Yes
6000041_3,No
6000041_4,Yes
6000042_2,Yes
6000042_3,No
6000042_4,No
6000043_2,Yes
6000043_3,No
6000043_4,No
6000043_5,No
6000044_2,No
6000044_3,No
6000044_5,No
6000046_1,No
6000046_2,No
6000046_3,Yes
6000046_5,No
6000047_1,No
6000047_4,No
6000047_5,No
6000048_1,Yes
6000048_4,Yes
6000048_5,No
6000051_2,No
6000051_3,No
6000051_4,No
6000051_5,No
6000052_1,No
6000052_2,No
6000052_3,No
6000052_5,No
6000053_1,No
6000053_4,No
6000053_5,No
6000054_1,No
6000054_2,No
6000054_4,No
6000054_5,Yes
6000055_3,No
6000055_4,Yes
6000056_2,No
6000056_3,No
6000056_5,No
6000057_2,No
6000057_5,No
6000058_2,No
6000058_5,No
6000060_3,No
6000060_4,Yes
6000061_1,No
6000061_5,No
6000062_2,No
6000062_4,No
6000062_5,No
6000063_2,No
6000063_4,No
6000063_5,No
6000064_1,Yes
6000064_2,Yes
6000064_3,Yes
6000064_5,No
6000066_2,No
6000066_4,No
6000066_5,Yes
6000067_1,No
6000067_2,No
6000067_3,Yes
6000067_5,No
6000069_3,No
6000069_4,No
6000070_1,No
6000070_2,No
6000070_3,No
6000070_4,No
6000072_1,No
6000072_4,Yes
6000072_5,No
6128122_12_1,Yes
6128122_12_2,Yes
6128722_21_1,No
6128722_21_2,No
6128722_62_1,Yes
6128722_62_2,No
6134117_24_1,No
6134117_24_2,Yes
6134311_9_1,Yes
6134311_9_2,No
6135859_117_1,No
6135859_117_2,Yes
6136272_5_1,Yes
6136272_5_2,Yes
6136280_26_2,No
6136357_63_1,Yes
6136357_63_2,No
6136394_57_1,Yes
6136394_57_2,Yes
6136403_46_1,No
6136403_46_2,Yes
6136439_9_1,No
6136439_9_2,No
6136453_42_1,No
6136453_42_2,Yes
6136458_53_1,No
6136458_53_2,No
6136458_70_1,No
6136458_70_2,No
6136458_84_1,No
6136458_84_2,No
6136458_97_1,Yes
6136458_97_2,No
6136632_14_1,Yes
6136632_14_2,Yes
6136668_14_1,Yes
6136668_14_2,No
6137290_63_1,No
6142712_45_1,Yes
6142712_45_2,Yes
6163947_51_1,No
6163947_51_2,No
6163970_92_1,Yes
6163970_92_2,Yes
6165036_15_1,Yes
6165036_15_2,No
6165056_23_1,Yes
6165056_65_2,No
6165060_89_1,No
6165060_89_2,Yes
6165898_51_2,Yes
6165902_95_1,No
6165902_95_2,No
6165912_33_1,Yes
6165912_33_2,Yes
6165932_16_2,Yes
6165939_45_1,No
6165939_45_2,Yes
6165953_133_1,Yes
6165953_133_2,Yes
6165975_60_1,Yes
6165975_60_2,Yes
6165981_43_1,No
6165981_43_2,No
6166030_16_1,No
6166030_16_2,No
6166030_45_1,No
6166030_45_2,No
6166040_19_1,No
6166067_53_1,No
6166067_53_2,No
6166071_74_1,Yes
6166071_74_2,No
6166082_86_1,Yes
6166082_86_2,Yes
6166109_24_1,Yes
6166109_24_2,No
6166250_45_1,No
6166250_45_2,No
6166381_36_1,Yes
6166381_36_2,Yes
6166532_25_1,No
6166532_25_2,No
6166533_40_1,No
6166533_40_2,No
6166650_63_1,Yes
6166650_63_2,Yes
6166666_21_1,Yes
6166666_21_2,No
6166703_62_1,Yes
6166703_62_2,Yes
6166714_78_1,No
6166714_78_2,Yes
6172033_30_1,Yes
6172033_30_2,No
6184818_35_1,Yes
6184818_35_2,Yes
6187673_16_1,No
6187673_16_2,No
6206815_65_2,Yes
6206828_27_1,Yes
6206828_27_2,No
6206897_64_1,No
6206897_64_2,No
6206901_52_1,No
6206901_52_2,Yes
6207147_26_1,Yes
6207147_26_2,No
6207151_25_1,Yes
6207814_16_1,Yes
6207814_16_2,Yes
6207818_58_1,Yes
6207818_58_2,Yes
6259783_53_1,No
6259783_53_2,Yes
6263315_123_1,Yes
6263315_123_2,Yes
6289248_59_1,No
6289248_59_2,Yes
6303165_12_1,No
6303276_19_1,No
6303276_19_2,No
6303295_3_1,Yes
6303295_3_2,Yes
6315993_39_1,Yes
6315993_39_2,Yes
6321382_83_1,No
6321382_83_2,No
6321463_13_1,No
6321463_13_2,Yes
6321463_47_1,No
6321463_47_2,No
6321465_41_2,Yes
6321506_9_1,Yes
6321506_9_2,No
6328612_57_1,No
6329091_31_1,Yes
6329091_31_2,No
6329249_44_1,No
6329249_44_2,No
6345758_104_1,Yes
6345758_104_2,No
6348248_86_1,Yes
6348248_86_2,Yes
6348265_61_1,Yes
6348265_61_2,Yes
6348278_24_1,No
6348278_24_2,Yes
6348306_57_1,Yes
6348306_57_2,No
6348701_103_1,No
6348701_103_2,No
6349228_67_2,No
6377147_120_1,Yes
6377147_120_2,No
6377203_25_1,No
6377203_25_2,No
6377203_37_1,No
6377795_12_1,Yes
6377795_12_2,No
6377808_13_1,No
6377808_13_2,No
6377808_41_1,Yes
6377808_41_2,No
6377812_23_1,Yes
6377812_23_2,No
6383399_15_1,Yes
6383399_15_2,Yes
6383453_36_1,Yes
6383453_36_2,No
6404706_41_1,Yes
6404706_41_2,No
6404710_15_1,Yes
6404710_15_2,No
6404710_95_1,Yes
6404710_95_2,No
