conversation_id,text,response
2963055_17_2,"TUTOR: I'm not able to hear you. STUDENT: okay TUTOR: How long is the wood the carpenter wants to break into pieces? STUDENT: 2 inches TUTOR: Hmm, not quite. Could you let me know how you got 2 inches?",No
2963055_68_1,STUDENT: 1/2 STUDENT: 2/2 TUTOR: Is that your final answer? STUDENT: 2/2 TUTOR: +1 point for your effort.,No
2963055_68_2,"STUDENT: 1/2 STUDENT: 2/2 TUTOR: Is that your final answer? STUDENT: 2/2 TUTOR: Ah, not quite. The question is asking for the area of the rectangle. Do you remember what we need to do to get the area of the rectangle?",No
2963376_36_1,TUTOR: Let me know if you need any help along. TUTOR: Read the question carefully. TUTOR: Is that your final answer? STUDENT: yes TUTOR: That's good try. But your answer is incorrect. No to worry. Sorry for the typo. Not to worry. Let me explain this question to you.,No
2963388_49_1,"TUTOR: Try to solve this your next question. STUDENT: 9 TUTOR: Is that your final answer? STUDENT: yes TUTOR: Sorry, Your answer is incorrect. Please try it again.",No
2963388_49_2,TUTOR: Try to solve this your next question. STUDENT: 9 TUTOR: Is that your final answer? STUDENT: yes TUTOR: Great try! Let's look at the endpoints of the line. One is at 2 and the other endpoint is where?,Yes
2963511_36_1,"TUTOR: That is a very good start. TUTOR: Nice going. TUTOR: Is that your final answer? STUDENT: yes TUTOR: Your answer is incorrect. Not to worry. Let me explain it to you. Mia and Daquan have a lemonade stand. At the end of the day, they make $18. They decide to split the $18 evenly. How much money do they each receive? $18 money do Mia and Daquan need to split.",No
2963511_36_2,TUTOR: That is a very good start. TUTOR: Nice going. TUTOR: Is that your final answer? STUDENT: yes TUTOR: Great try! What does it mean if two people split evenly?,Yes
2963551_25_2,"TUTOR: Before we get into the lesson, I want to know your prior knowledge on the topic. STUDENT: I don't have one TUTOR: What is known about Polygons? STUDENT: mmmm they have many sides TUTOR: great job!",Yes
2963615_57_1,TUTOR: But it looks like your answer is incorrect. TUTOR: Ok. Do you mind stopping that so we can really focus on the lesson? TUTOR: What is the value of 549 + 10? STUDENT: 590 TUTOR: But it looks like you wrote there is just a little bit off. Please recheck your work.,No
2963615_57_2,TUTOR: But it looks like your answer is incorrect. TUTOR: Ok. Do you mind stopping that so we can really focus on the lesson? TUTOR: What is the value of 549 + 10? STUDENT: 590 TUTOR: Great try! What is 49 + 10?,Yes
2963623_41_1,TUTOR: Please have a look at the steps on the board. STUDENT: okay TUTOR: What is the value of 4 times 4? STUDENT: 12 TUTOR: That was a good try. Plus 1 point for your effort!,Yes
2963623_41_2,TUTOR: Please have a look at the steps on the board. STUDENT: okay TUTOR: What is the value of 4 times 4? STUDENT: 12 TUTOR: So close! 4x3 is 12. So what would 4x4 be?,Yes
2963625_105_1,STUDENT: i meant 5 sides TUTOR: That is okay! TUTOR: What is the name of the 5 sided shape? STUDENT: hexagon TUTOR: That is a good try.,Yes
2963625_105_2,STUDENT: i meant 5 sides TUTOR: That is okay! TUTOR: What is the name of the 5 sided shape? STUDENT: hexagon TUTOR: Try that again! The prefix for 5 sides is hexa.,No
2963625_14_1,"TUTOR: This is our first question. STUDENT: ok TUTOR: What is meant by 2D shape? STUDENT: like its flat TUTOR: That is a good try! 2D shapes are shapes with two dimensions, such as width and height.",Yes
2963625_14_2,TUTOR: This is our first question. STUDENT: ok TUTOR: What is meant by 2D shape? STUDENT: like its flat TUTOR: Great try! Can you explain what you mean by flat?,Yes
2963625_147_1,TUTOR: Please show me how you got your answer. TUTOR: Justify your answer! TUTOR: What is your final answer? STUDENT: hexagon TUTOR: That is a good try. The answer is a pentagon. Let me review the answer.,Yes
2963625_147_2,TUTOR: Please show me how you got your answer. TUTOR: Justify your answer! TUTOR: What is your final answer? STUDENT: hexagon TUTOR: Great try! But that is incorrect. A hexagon has 6 sides. We are looking at a shape with 5 sides.,No
2963625_76_1,STUDENT: 6 TUTOR: Excellent answer! TUTOR: Do you know the name of the shape? STUDENT: pollygon TUTOR: That is a good try.,Yes
2963625_76_2,STUDENT: 6 TUTOR: Excellent answer! TUTOR: Do you know the name of the shape? STUDENT: pollygon TUTOR: You're on the right track! Can you be a little more specific? What type of polygon?,Yes
2963643_58_1,"TUTOR: Amazing work, plus 2 points. TUTOR: Let's head to the next question. TUTOR: What is the given information? STUDENT: it giving us that we have 2 fences and 5 sections TUTOR: Great effort so far.",Yes
2963643_58_2,"TUTOR: Amazing work, plus 2 points. TUTOR: Let's head to the next question. TUTOR: What is the given information? STUDENT: it giving us that we have 2 fences and 5 sections TUTOR: Great job! You are correct! Now let's try to solve the problem.",Yes
2963654_50_1,"TUTOR: Now, let's move on to next question. TUTOR: Please don't erase any content from the whiteboard. TUTOR: Which operation do we need to perform to solve this question? STUDENT: divieson TUTOR: That was a good try. Please read the question carefully.",Yes
2963654_50_2,"TUTOR: Now, let's move on to next question. TUTOR: Please don't erase any content from the whiteboard. TUTOR: Which operation do we need to perform to solve this question? STUDENT: divieson TUTOR: Why do you think it's division?",No
2963668_44_1,"TUTOR: Glad to hear from you. STUDENT: yes TUTOR: Do these shapes have rotational symmetry? STUDENT: yes TUTOR: That was a good try. No, these shapes will look different depending on how they are rotated.",No
2963668_44_2,TUTOR: Glad to hear from you. STUDENT: yes TUTOR: Do these shapes have rotational symmetry? STUDENT: yes TUTOR: These shapes do not have rotational symmetry. Let's talk about why not.,No
2963710_103_2,TUTOR: Here is our next question. TUTOR: Read the question carefully. TUTOR: What do we want to find in this question? STUDENT: symmetry TUTOR: Nice try! We want to determine the missing length. But you're right that the sides are symmetrical,Yes
2963782_110_1,TUTOR: How many centimeters are in meter? STUDENT: 1000 TUTOR: Is that your final answer? STUDENT: yas TUTOR: That's good try! 100 centimeters is equal to 1 meter.,Yes
2963782_110_2,"TUTOR: How many centimeters are in meter? STUDENT: 1000 TUTOR: Is that your final answer? STUDENT: yas TUTOR: Ah, not quite. Please take a look at this metric converter chart: https://i.etsystatic.com/29493720/r/il/3d8649/4369460039/il_794xN.4369460039_14ar.jpg You can use this as a reference for this assignment, but please do your best to have it memorized by our next meeting",No
2963785_62_1,TUTOR: Sorry for the typo. TUTOR: The correct answer is Option D. TUTOR: What is 3*12? STUDENT: 16 TUTOR: That's good try. The correct answer is 36. Great job! Plus 2 points for you. Here is another question. Please solve this problem. Please read the given question carefully.,Yes
2963785_62_2,"TUTOR: Sorry for the typo. TUTOR: The correct answer is Option D. TUTOR: What is 3*12? STUDENT: 16 TUTOR: Great try! When multiplying, you can think of 3 groups of 12 or 12 groups of 3.",Yes
2963788_93_1,"STUDENT: b TUTOR: Try to solve it quickly. TUTOR: Is that your answer? STUDENT: yes TUTOR: [STUDENT], your answer is incorrect.",No
2963788_93_2,STUDENT: b TUTOR: Try to solve it quickly. TUTOR: Is that your answer? STUDENT: yes TUTOR: Great try! We want to estimate the total number of balloons in the two groups. How many balloons do you estimate in 1?,Yes
2963794_65_1,"TUTOR: Spectacular Work. TUTOR: +3 points is added to your scoreboard. TUTOR: Before we end the session, is there anything else I can help you with? STUDENT: no TUTOR: Thank you for your efforts today.Please fill in the feedback form as you leave. See you next time  Have a wonderful day. Take care. Bye, [STUDENT].",Yes
2963794_65_2,"TUTOR: Spectacular Work. TUTOR: +3 points is added to your scoreboard. TUTOR: Before we end the session, is there anything else I can help you with? STUDENT: no TUTOR: Ok, please fill out the feedback form as you leave",No
2963906_33_1,"TUTOR: Let's get back on track. STUDENT: ok TUTOR: Which point on the number line is located at -3 1/2? STUDENT: b TUTOR: Nice effort. Plus one point for your effort. Point B is between points -2 and -3. So, we can represent point B as -2 1/2. Point A is located between -3 and -4. So, we can represent point A as -3 1/2. Is that step make sense to you?",Yes
2963992_22_1,STUDENT: alright TUTOR: There comes our first question. TUTOR: What we have to find from this question? STUDENT: the fraction TUTOR: Plus one point for your effort.,Yes
2963992_22_2,STUDENT: alright TUTOR: There comes our first question. TUTOR: What we have to find from this question? STUDENT: the fraction TUTOR: Great! Can you be a little more specific?,Yes
2963999_25_1,TUTOR: A triangular bookend has a base of 5 inches and a height of 9 inches. TUTOR: We need to find the area of the bookend. TUTOR: What is the formula to find the area of a triangle? STUDENT: 9x5 I think TUTOR: That was a good try. Plus one point for your effort. Let me explain it to you. The formula to find the are of a triangle is 1/2 * base * height. Sorry for the typo. *The formula to find the area of a triangle is 1/2 * base * height.,Yes
2963999_25_2,"TUTOR: A triangular bookend has a base of 5 inches and a height of 9 inches. TUTOR: We need to find the area of the bookend. TUTOR: What is the formula to find the area of a triangle? STUDENT: 9x5 I think TUTOR: Ah, you're very close! To get the area of a triangle, we need to do base x height x 1/2 Don't forget the x 1/2 at the end!",Yes
2964037_68_1,"TUTOR: The value of 22 times 4 is 88. TUTOR: Next, we have to subtract the value of 103 - 88. TUTOR: What is the value of 103 - 88? STUDENT: 4 TUTOR: Please recheck your answer. No worries. Let me help you with that part. The value of 103 - 88 = 15. Does that step make sense?",No
2964037_68_2,"TUTOR: The value of 22 times 4 is 88. TUTOR: Next, we have to subtract the value of 103 - 88. TUTOR: What is the value of 103 - 88? STUDENT: 4 TUTOR: Ah, no that's not it. Since we're focused on learning long division, it's ok to use your calculator for the subtraction part Could you try 103 - 88 on your calculator?",No
2964037_7_1,"TUTOR: Okay. TUTOR: Here is our first question. TUTOR: What is the value of 10/5? STUDENT: 50 TUTOR: That was a good try. Plus 1 point. Let me explain it to you. Here, we have to find the value of 10 divided by 5.",Yes
2964037_7_2,"TUTOR: Okay. TUTOR: Here is our first question. TUTOR: What is the value of 10/5? STUDENT: 50 TUTOR: Oh, no that's not it. 10 x 5 = 50, but 10 / 5 is something else The / just means division So the question is asking what is 10 divided by 5?",No
2964076_43_2,"TUTOR: Next, bring the value 1 down and divide 51 by 17. TUTOR: What is the product of 17 and 3? TUTOR: Are you working on it? STUDENT: yes TUTOR: For this question, since our main focus is leaning how to divide, you can use a calculator for 17 x 3 Could you give that a try on the calculator?",No
2964109_39_1,"TUTOR: So we can use the ruler to measure the length of it. TUTOR: What is the unit marked at the top of the ruler? TUTOR: Do you know the answer? STUDENT: length TUTOR: Sorry, your answer is incorrect. The unit marked at the top is in centimeters. To measure the length of the crayon we have to line up the one end of the crayon at zero. After that read the number lined up with the other edge of the crayon. The other end of the crayon is at 4, which means the other end of the crayon      is at 4 centimeters 4 centimeters  - 0 centimeters = 4 centimeters",No
2964109_39_2,"TUTOR: So we can use the ruler to measure the length of it. TUTOR: What is the unit marked at the top of the ruler? TUTOR: Do you know the answer? STUDENT: length TUTOR: Great try - you are correct that we will measure length! To do so, we will need to know the unit marked at the top of the ruler.",Yes
2964114_96_1,STUDENT: yes STUDENT: no TUTOR: What are we asked to find in this question? STUDENT: 10 thousand penciil TUTOR: That was a good try!,Yes
2964114_96_2,"STUDENT: yes STUDENT: no TUTOR: What are we asked to find in this question? STUDENT: 10 thousand penciil TUTOR: Ah not that's not what this question wants. If you take a look at the last line, what does it say?",No
2976728_100_2,STUDENT: ok STUDENT: ok TUTOR: Is that your final answer? STUDENT: yes TUTOR: What was the first step you took to get the answer? Can you show me on the whiteboard?,No
2979259_24_2,STUDENT: the ten TUTOR: Go ahead and show your work on the whiteboard. TUTOR: What is the final answer? STUDENT: 90..... TUTOR: Great try! Let's not forget the hundreds place. When we round 894 to the tens we get..,Yes
2979589_63_1,TUTOR: Here is your first Exit Ticket question. TUTOR: Please go ahead and give it a good try. TUTOR: Is that your final answer? STUDENT: yes TUTOR: That's a good try. Plus 1 point for your effort.,Yes
2979589_63_2,"TUTOR: Here is your first Exit Ticket question. TUTOR: Please go ahead and give it a good try. TUTOR: Is that your final answer? STUDENT: yes TUTOR: Ah, not quite. Could you let me know why you think this shape is a pentagon?",No
2979598_73_1,TUTOR: Read the question carefully once. TUTOR: You have to rounding the number to the nearest hundred. TUTOR: Which number is in the hundreds place? STUDENT: 2671 TUTOR: That was a good try. You have to rounding to the nearest hundred. Which number is in the hundreds place? 5 is in the hundred place. That's correct. Which number is in the tens place?,Yes
2979941_57_1,"TUTOR: Let us focus into the topic. STUDENT: ok TUTOR: Which types of quadrilaterals could the pool not be because it only has 1 pair of parallel sides? STUDENT: cube TUTOR: That was a very good try. Plus 1 point. Parallelograms, rectangles, squares, and rhombuses all have 2 pairs of parallel sides.",Yes
2979941_57_2,"TUTOR: Let us focus into the topic. STUDENT: ok TUTOR: Which types of quadrilaterals could the pool not be because it only has 1 pair of parallel sides? STUDENT: cube TUTOR: Great try! You are on the right track. A cube is a 3 dimensional object, but we want a quadrilateral (with only 4 sides)",Yes
2979950_101_1,"TUTOR: Here you go, give it a shot. STUDENT: ok TUTOR: Do you need any hints to solve this one? STUDENT: 142 TUTOR: You made a good try.",Yes
2979950_101_2,"TUTOR: Here you go, give it a shot. STUDENT: ok TUTOR: Do you need any hints to solve this one? STUDENT: 142 TUTOR: Hmm, not quite. Our number is 142.5, and we want to round it to the nearest whole number. Do you know which number we need to look at when rounding to the nearest whole number?",No
2979950_43_1,"TUTOR: Let us move to the next question. STUDENT: ok TUTOR: When rounding to the nearest 100, what numbers will be in the 10s and units digit positions? STUDENT: 51 TUTOR: You made a good try. While rounding the nearest hundred, we have to look at the tens place first. Is the value in the tens place below 5 ?",Yes
2979950_43_2,"TUTOR: Let us move to the next question. STUDENT: ok TUTOR: When rounding to the nearest 100, what numbers will be in the 10s and units digit positions? STUDENT: 51 TUTOR: That was a good try, but that answer is not correct. When we look at the number 329, the 2 is in the tens place and the 9 is in the ones place. Do you understand?",No
2979976_25_1,TUTOR: Ask any questions you may have along the way. TUTOR: Please try to answer this question. TUTOR: Is that your final answer? STUDENT: yes TUTOR: Nice effort! I can see from your approach that you really understand the concept here. There is just one piece we need to look at again. What is 9 times 6? Well done! Plus 1 point. We need to add the remainder 1 with 54. What is 54+1?,Yes
2979976_52_1,"TUTOR: Use what we have practiced to complete the next few problems on your own. TUTOR: Please use the whiteboard to justify your answer. TUTOR: Is that your final answer? STUDENT: yes TUTOR: It looks like your answer is incorrect. Not to worry, let me explain it to you. What is 9 times 5? Very good! Plus 1 point. We need to add the remainder 1 with 45. What is 45+1?",Yes
2979976_75_1,TUTOR: Give it your best shot. TUTOR: Good going! TUTOR: Is that your final answer? STUDENT: yes TUTOR: But it looks like your answer is incorrect. Let's move on to the next question. If we had time in the end let's work together on this question. Did you find the answer for this question?,No
2979976_75_2,TUTOR: Give it your best shot. TUTOR: Good going! TUTOR: Is that your final answer? STUDENT: yes TUTOR: Great try! Remember when multiplying that we need to carry the tens place,Yes
2979999_58_1,"TUTOR: 3/4 is equivalent to 6/8 because 3 times 2 is 6, and 4 times 2 is 8. TUTOR: 3/4 is the equivalent fraction. TUTOR: Did you understand this? STUDENT: yes ser TUTOR: Plus 1 point for your good efforts.",Yes
2980217_21_1,"TUTOR: That's correct. TUTOR: Plus 2 points earned well. TUTOR: How many backpacks are not sold in month 7? STUDENT: 21 TUTOR: Please recheck your answer once again,",No
2980217_21_2,TUTOR: That's correct. TUTOR: Plus 2 points earned well. TUTOR: How many backpacks are not sold in month 7? STUDENT: 21 TUTOR: Great try! Can you explain how you got 21?,Yes
2980217_66_1,"TUTOR: Half way between 2 and 3 on the x axis. STUDENT: yes TUTOR: What is the output for this graph when the input is 2.5? STUDENT: 5,000 TUTOR: Please recheck your answer once again. About 800 is the output for this graph when the input is 2.5.",No
2980217_66_2,"TUTOR: Half way between 2 and 3 on the x axis. STUDENT: yes TUTOR: What is the output for this graph when the input is 2.5? STUDENT: 5,000 TUTOR: Great try! Let's look between 2 and 3. How high do you notice the function is?",Yes
2980322_125_2,TUTOR: Here we need to find the volume of each cube. STUDENT: ok TUTOR: What is the unit for the volume? STUDENT: i did it TUTOR: What's your final answer?,No
2980373_13_1,STUDENT: ok TUTOR: Let's get started. TUTOR: What do you know about Metric Conversions? STUDENT: 0.3 TUTOR: That was a great effort. Please read the question carefully. We have to find the difference in the birth weights of the two tiger cups in grams. We have to convert the weight from kilogram to gram.,Yes
2980373_13_2,STUDENT: ok TUTOR: Let's get started. TUTOR: What do you know about Metric Conversions? STUDENT: 0.3 TUTOR: Great try - let's talk about how we can convert from kilograms to grams.,Yes
2982313_60_1,STUDENT: its in the middle of it TUTOR: Okay. TUTOR: How many lines of symmetry does it have? STUDENT: 3 TUTOR: That was a very good try! Plus 1 point for your good try! The drawing 2 has one line of symmetry. Because if we were to fold it along the line the shapes would match along with the designs on the inside. Does that explanation make sense?,Yes
2989226_2_2,"TUTOR: Happy to work with you today! TUTOR: Today, let us review and master the lesson ""Rounding Whole Numbers."" TUTOR: Which is the greatest number among 5 and 3? STUDENT: 4 TUTOR: Hmm, not quite. Could you explain how you got 4?",No
2989227_17_1,TUTOR: This is our first practice question. TUTOR: Read the question carefully. TUTOR: What is the given number in this question? STUDENT: 149 TUTOR: Your answer is incorrect. The given number in this question is 498.,No
2989227_17_2,"TUTOR: This is our first practice question. TUTOR: Read the question carefully. TUTOR: What is the given number in this question? STUDENT: 149 TUTOR: Hmm, I don't think that's it. Could you let me know what the first line says?",No
2989231_74_1,"TUTOR: Go ahead, try it your best shot. TUTOR: This is a very good start. TUTOR: Is this your final answer? STUDENT: yes TUTOR: That's a good try. Plus 1 point for your try. You have earned a point for your work on the whiteboard. Let me explain it to you. In this question, we have to find the shaded portion of the figure. So, the final answer is 3/4.",Yes
2989231_74_2,"TUTOR: Go ahead, try it your best shot. TUTOR: This is a very good start. TUTOR: Is this your final answer? STUDENT: yes TUTOR: Hmm, not quite We're looking for a fraction that is the same as  6/8 Can you think of a number that can be divided into both 6 and 8?",No
2989406_98_1,"TUTOR: That is correct! TUTOR: 2 more points for you. TUTOR: Before we end the session, is there anything else I can help you with? STUDENT: no TUTOR: Thank you for your efforts today! Please fill in the feedback form as you leave. See you next time  Have a good day! Bye!",Yes
2989406_98_2,"TUTOR: That is correct! TUTOR: 2 more points for you. TUTOR: Before we end the session, is there anything else I can help you with? STUDENT: no TUTOR: Bye",No
2989417_116_1,"TUTOR: Is that picture visible to you? STUDENT: 16.00 TUTOR: Is that your final answer,16.00? STUDENT: uhh yes TUTOR: I'm sorry, your answer is incorrect. That was a good try. You have earned a point for your good try. Look at the equation once, w < 16.",No
2989417_116_2,"TUTOR: Is that picture visible to you? STUDENT: 16.00 TUTOR: Is that your final answer,16.00? STUDENT: uhh yes TUTOR: Hmm, not quite. If I had some apples and some bananas, and I showed you this: number of apples < number of bananas Which do I have more of?",No
2989421_38_1,"STUDENT: ? TUTOR: Next, show how it falls in the 5 or more; therefore, you round up. TUTOR: What hundreds values does 179 fall between? STUDENT: 5 TUTOR: That was a good try. You have earned a point for your effort!",Yes
2989421_38_2,"STUDENT: ? TUTOR: Next, show how it falls in the 5 or more; therefore, you round up. TUTOR: What hundreds values does 179 fall between? STUDENT: 5 TUTOR: Ah, I think you misunderstood. What I meant to say is, what two multiples of 100 is 179 between? For example, 479 is between 400 and 500",No
2989456_162_1,STUDENT: ok STUDENT: but hurry TUTOR: Is that your final answer? STUDENT: yes i chose 15 TUTOR: That was a good try. +1 point for your effort.,Yes
2989456_162_2,"STUDENT: ok STUDENT: but hurry TUTOR: Is that your final answer? STUDENT: yes i chose 15 TUTOR: Hmm, not quite. Don't forget to carry the 1",No
2989485_22_1,TUTOR: You are doing a good job. TUTOR: So far so good. keep going. TUTOR: Are you done with your answer? STUDENT: yes TUTOR: That was a good try. Plus one point for your work. Let me explain it to you. We can use the place value chart. Stop erasing the content on the whiteboard.,No
2989485_22_2,"TUTOR: You are doing a good job. TUTOR: So far so good. keep going. TUTOR: Are you done with your answer? STUDENT: yes TUTOR: Great try! When we convert fractions to decimals we want to think about it as part of a whole. So, 1/2 is 0.5 because 0.5 is half of 1!",Yes
2989508_39_1,"TUTOR: We break them into 50+4+10+1. TUTOR: The numbers can be added in any order. TUTOR: What is 50+4+10+1? STUDENT: 63 TUTOR: Good effort! When we add 4+1 = 5. Then we add 5+1 = 6. Therefore, the sum is 65. Plus 1 point for your try. Good going!",Yes
2989508_39_2,TUTOR: We break them into 50+4+10+1. TUTOR: The numbers can be added in any order. TUTOR: What is 50+4+10+1? STUDENT: 63 TUTOR: Close! Let's separate it into 50 + 10 and 4 + 1. Could you tell me what 50 + 10 is?,No
2989508_51_1,TUTOR: Great! TUTOR: This is our next question. TUTOR: Would you like to give it a shot? STUDENT: 6 TUTOR: Good effort! What is the addition equation given in the question? Are you working on this question?,Yes
2989508_51_2,"TUTOR: Great! TUTOR: This is our next question. TUTOR: Would you like to give it a shot? STUDENT: 6 TUTOR: Great try! It does not matter which order you add numbers, so 5+7 is the same as 7+5, BUT the order does matter when you subtract.",Yes
2990115_54_1,"TUTOR: Sounds good. TUTOR: When dividing with fractions, the whole number must be changed into a fraction. TUTOR: How can the problem be written changing 20 to a fraction? STUDENT: 20 over 100 TUTOR: Okay, that's a good try!",Yes
2990115_54_2,"TUTOR: Sounds good. TUTOR: When dividing with fractions, the whole number must be changed into a fraction. TUTOR: How can the problem be written changing 20 to a fraction? STUDENT: 20 over 100 TUTOR: Great try. When we want to change a whole number into a fraction we do not want to change it's value.",Yes
2990115_85_2,"STUDENT: is that right? STUDENT: im not sure TUTOR: What is the product of 6 and 2? STUDENT: 3 TUTOR: Great try! It looks like you divided 6 by 2. When we say ""product"" we mean to multiply.",Yes
3978685_37_2,"TUTOR: The width of the line is 4 inches. STUDENT:  TUTOR: How many equal pieces is the brick split into? STUDENT: 4 TUTOR: Ah, not quite. We want to focus on how many pieces the brick is cut into, not how long a side of the brick is Take another look at the brick. How many sections is it divided into?",No
3981151_9_1,TUTOR: We will continue to work together on this topic so you can score 100% on today's exit ticket! STUDENT: ok TUTOR: What is meant by unit? STUDENT: is it times TUTOR: That was a good try. Let me explain it to you.,Yes
3981151_9_2,"TUTOR: We will continue to work together on this topic so you can score 100% on today's exit ticket! STUDENT: ok TUTOR: What is meant by unit? STUDENT: is it times TUTOR: Ah, not quite. It's tricky question, so I'll define it for you A unit is a quantity chosen as a standard in terms of which other quantities may be expressed. For example, meters, pounds, and watts are examples of units",No
3981486_67_1,"TUTOR: Please go ahead. TUTOR: Give it a shot. TUTOR: Before we end the session, is there anything else I can help you with? STUDENT: No TUTOR: Thank you for your efforts today! Please fill in the feedback form as you leave. See you next time  Bye Sofia.",Yes
3981486_67_2,"TUTOR: Please go ahead. TUTOR: Give it a shot. TUTOR: Before we end the session, is there anything else I can help you with? STUDENT: No TUTOR: Please fill out the feedback form as you leave",No
3981863_38_1,STUDENT: ok i got the answer TUTOR: You have to divide this fraction using the long division method. TUTOR: What is the value for 72 times 5? STUDENT: 310 TUTOR: Please recheck your answer.,No
3981863_38_2,"STUDENT: ok i got the answer TUTOR: You have to divide this fraction using the long division method. TUTOR: What is the value for 72 times 5? STUDENT: 310 TUTOR: Oh you're very close. 62 times 5 = 310, but 72 times 5 is a little bigger Could you give it another try please?",Yes
3982385_33_1,"TUTOR: Now, we got 10km / 1 * 0.621m / 1km. TUTOR: Next, we need to find the value of 10 times 0.621. TUTOR: What is the value of 10 times 0.621? STUDENT: 6,210 TUTOR: Good effort. The value of 10 times 0.621 is 6.21.",Yes
3982385_33_2,"TUTOR: Now, we got 10km / 1 * 0.621m / 1km. TUTOR: Next, we need to find the value of 10 times 0.621. TUTOR: What is the value of 10 times 0.621? STUDENT: 6,210 TUTOR: Great try! It looks like you multiplied 0.621 by 1000",Yes
3982583_62_1,TUTOR: Is 1 is numerator or denominator? TUTOR: The 1 is in numerator part. TUTOR: What is our final answer? STUDENT: 9 TUTOR: Good effort here! I can see you are trying your best. Plus 1 point! The final answer is 1 / 8. 1/8 is also known as 1 divided by 8. Do you have any questions about that part?,Yes
3982583_62_2,"TUTOR: Is 1 is numerator or denominator? TUTOR: The 1 is in numerator part. TUTOR: What is our final answer? STUDENT: 9 TUTOR: Great try! If the 1 is in the numerator, what's the denominator?",Yes
3983473_16_2,"TUTOR: A shape can be defined as the form of an object or its outline, outer boundary or outer surface. TUTOR: Go through the question carefully. TUTOR: What are we asked to find? STUDENT: 1 shape TUTOR: Great start! We do want to find the total area of the 1 shape. How big is the brick?",Yes
4012809_66_1,STUDENT: i'm lucky to have a teacher like you TUTOR: Go ahead and start solving your next question. TUTOR: Is that your final answer? STUDENT: yes TUTOR: Very good try! And your answer is very close. Just not quite correct. That gets you a point. Give your best with this question. I knew you could do it. Better than ever. Plus 2 points.,Yes
4012809_66_2,STUDENT: i'm lucky to have a teacher like you TUTOR: Go ahead and start solving your next question. TUTOR: Is that your final answer? STUDENT: yes TUTOR: Good job!,Yes
4012844_44_2,"TUTOR: Sorry for the typo. STUDENT: i did TUTOR: With that in mind, would you like to try it again? STUDENT: no TUTOR: Ok, great. Would you like to end the session?",No
4013361_43_1,TUTOR: Please go ahead and solve this question. TUTOR: Please go through the question carefully. TUTOR: Which expression is not represented by Petes model? STUDENT: this one TUTOR: Your answer is incorrect. Please go ahead and recheck your answer.,No
4013361_43_2,"TUTOR: Please go ahead and solve this question. TUTOR: Please go through the question carefully. TUTOR: Which expression is not represented by Petes model? STUDENT: this one TUTOR: Hmm, not quite. Notice how half of Pete's model is shaded. So all of the fractions that equal 1/2 is represented by Pete's model",No
4013993_24_2,TUTOR: Good effort here! I can see you are trying your best. Plus 1 point! TUTOR: Let's move on to the next question. TUTOR: What is the length of this shape? STUDENT: 88 feet TUTOR: Great try! You want to count the number of squares along the edge.,Yes
4014119_8_1,"TUTOR: Let's work together to get master this topic. STUDENT: k TUTOR: What is symmetry? STUDENT: like you cut it in half TUTOR: Good effort! Symmetry is defined as a balanced and proportionate similarity that is found in two halves of an object is called symmetry. Here is our I Do question. From the definition of Line of Symmetry, a line that divides a figure into two congruent parts . Lets observe lines of symmetry for triangle. By observing the above figure, we can find 3 lines of symmetry.",Yes
4014119_8_2,"TUTOR: Let's work together to get master this topic. STUDENT: k TUTOR: What is symmetry? STUDENT: like you cut it in half TUTOR: Yes, exactly in half would result in two symmetric pieces. Let's try some examples. Where would you cut a heart shape so it's in half?",Yes
4014122_28_2,"TUTOR: What is the product of 4 times of 1? TUTOR: So, the final answer is 48. TUTOR: Does the step make sense? STUDENT: yes TUTOR: Good! Let's try another problem. How many slices of pizza did his friends eat if there are 9 slices and 3 friends?",Yes
4014122_51_1,TUTOR: Now you'll see the next question on the board. TUTOR: Go ahead and give your best answer. TUTOR: How many minutes per hour? STUDENT: 44 TUTOR: Excellent effort. Let me explain to you.,Yes
4014122_51_2,TUTOR: Now you'll see the next question on the board. TUTOR: Go ahead and give your best answer. TUTOR: How many minutes per hour? STUDENT: 44 TUTOR: That is not correct. How many minutes are in one hour?,No
4014411_6_1,"TUTOR: Try to answer my question. TUTOR: Okay, let me explain it to you. TUTOR: What is the value of 5 times 2? STUDENT: 5 TUTOR: That was a great try. You have earned one point for your great try.",Yes
4014411_6_2,"TUTOR: Try to answer my question. TUTOR: Okay, let me explain it to you. TUTOR: What is the value of 5 times 2? STUDENT: 5 TUTOR: Great try! 5 times 1 is 5. What about 5 times 2?",Yes
4014470_14_1,"TUTOR: No worries. STUDENT: this is how i do it and  i dont know a lot of other ways TUTOR: I can understand. Can you let me know the final answer? STUDENT: 63,968 TUTOR: That was a very good try. But your answer seems not correct. Do you want me to help you with this question? Please let me know. So, we can get started solving this question.",No
4014470_14_2,"TUTOR: No worries. STUDENT: this is how i do it and  i dont know a lot of other ways TUTOR: I can understand. Can you let me know the final answer? STUDENT: 63,968 TUTOR: Ok that's a great try. Let's work through this. When you multiply two numbers, remember that you need to carry the tens place. So, instead of writing 68, you'll want to carry the 6",Yes
4015974_13_1,"TUTOR: Go ahead and read the question carefully. STUDENT: ok TUTOR: What are we asked to find in this question? STUDENT: 928 TUTOR: Plus 1 point for your good try. In that given question, we want to find the expanded notation for 928.",Yes
